236	DRP001797	DRS016618	DRX021446	DRR023633
464	DRP001797	DRS016623	DRX021456	DRR023694
732	DRP001797	DRS016618	DRX021446	DRR023620
850	DRP001797	DRS016622	DRX021451	DRR023670
1184	DRP001797	DRS016621	DRX021450	DRR023654
1241	DRP001797	DRS016621	DRX021450	DRR023653
1285	DRP001797	DRS016618	DRX021446	DRR023625
1887	DRP001797	DRS016618	DRX021446	DRR023628
1925	DRP001797	DRS016618	DRX021446	DRR023626
1951	DRP001797	DRS016620	DRX021449	DRR023649
2000	DRP001797	DRS016620	DRX021449	DRR023646
2375	DRP001797	DRS016622	DRX021451	DRR023674
2563	DRP001797	DRS016619	DRX021448	DRR023638
2744	DRP001797	DRS016618	DRX021446	DRR023621
2910	DRP001797	DRS016623	DRX021456	DRR023695
3043	DRP001797	DRS016622	DRX021451	DRR023676
3228	DRP001797	DRS016618	DRX021446	DRR023630
3367	DRP001797	DRS016621	DRX021450	DRR023651
3849	DRP001797	DRS016619	DRX021448	DRR023642
4119	DRP001797	DRS016621	DRX021450	DRR023652
4511	DRP001797	DRS016621	DRX021450	DRR023656
4998	DRP001797	DRS016623	DRX021456	DRR023698
6104	DRP001797	DRS016623	DRX021456	DRR023699
6118	DRP001797	DRS016623	DRX021456	DRR023683
6234	DRP001797	DRS016621	DRX021450	DRR023657
6818	DRP001797	DRS016623	DRX021456	DRR023692
6847	DRP001797	DRS016618	DRX021446	DRR023623
7131	DRP001797	DRS016621	DRX021450	DRR023661
7632	DRP001797	DRS016618	DRX021446	DRR023629
7812	DRP001797	DRS016621	DRX021450	DRR023664
8277	DRP001797	DRS016622	DRX021451	DRR023673
8298	DRP001797	DRS016618	DRX021446	DRR023622
9939	DRP001797	DRS016621	DRX021450	DRR023659
10147	DRP001797	DRS016622	DRX021451	DRR023671
10858	DRP001797	DRS016619	DRX021448	DRR023637
10860	DRP001797	DRS016622	DRX021451	DRR023672
10926	DRP001797	DRS016622	DRX021451	DRR023666
11322	DRP001797	DRS016623	DRX021456	DRR023685
11859	DRP001797	DRS016620	DRX021449	DRR023648
12306	DRP001797	DRS016621	DRX021450	DRR023663
12366	DRP001797	DRS016623	DRX021456	DRR023691
12756	DRP001797	DRS016622	DRX021451	DRR023669
13047	DRP001797	DRS016623	DRX021456	DRR023690
13138	DRP001797	DRS016619	DRX021448	DRR023639
13339	DRP001797	DRS016620	DRX021449	DRR023647
13343	DRP001797	DRS016622	DRX021451	DRR023675
13411	DRP001797	DRS016618	DRX021446	DRR023631
13698	DRP001797	DRS016623	DRX021456	DRR023687
13989	DRP001797	DRS016620	DRX021449	DRR023643
14074	DRP001797	DRS016623	DRX021456	DRR023696
14185	DRP001797	DRS016618	DRX021446	DRR023627
14316	DRP001797	DRS016622	DRX021451	DRR023667
14332	DRP001797	DRS016621	DRX021450	DRR023665
14481	DRP001797	DRS016621	DRX021450	DRR023660
14531	DRP001797	DRS016623	DRX021456	DRR023688
14985	DRP001797	DRS016619	DRX021448	DRR023636
15804	DRP001797	DRS016623	DRX021456	DRR023684
15849	DRP002380	DRS016654	DRX019521	DRR021368
16307	DRP001797	DRS016621	DRX021450	DRR023662
16660	DRP001797	DRS016618	DRX021446	DRR023619
17581	DRP001797	DRS016623	DRX021456	DRR023697
17605	DRP001797	DRS016623	DRX021456	DRR023693
18231	DRP001797	DRS016623	DRX021456	DRR023686
18375	DRP001797	DRS016620	DRX021449	DRR023645
18409	DRP001797	DRS016618	DRX021446	DRR023624
18790	DRP001797	DRS016622	DRX021451	DRR023678
18888	DRP001797	DRS016622	DRX021451	DRR023668
18947	DRP001797	DRS016619	DRX021448	DRR023640
18982	DRP001797	DRS016619	DRX021448	DRR023635
19506	DRP001797	DRS016621	DRX021450	DRR023655
19802	DRP001797	DRS016621	DRX021450	DRR023650
20215	DRP001797	DRS016619	DRX021448	DRR023641
20534	DRP001797	DRS016622	DRX021451	DRR023677
20618	DRP001797	DRS016621	DRX021450	DRR023658
20746	DRP001797	DRS016620	DRX021449	DRR023644
20843	DRP001797	DRS016618	DRX021446	DRR023632
21449	DRP001797	DRS016623	DRX021456	DRR023689
